dataset,project,model,n_instances,n_features,minority_class_percentage,repeat,fold,precision,recall,f1_score,g_mean,accuracy,auc,mcc,PD,PF
BugHunter,full_mcMMO_file,DecisionTree,760,6,0.41973684210526313,3,5,0.24285714285714285,0.2698412698412698,0.2556390977443609,0.33037747757467295,0.34868421052631576,0.329677189227751,-0.3218692951381879,0.2698412698412698,0.5955056179775281
BugHunter,full_mcMMO_file,RandomForest,760,6,0.41973684210526313,3,5,0.25862068965517243,0.23809523809523808,0.24793388429752067,0.3507997436417419,0.40131578947368424,0.3249509541644373,-0.24850980644027695,0.23809523809523808,0.48314606741573035
BugHunter,full_mcMMO_file,KNN,760,6,0.41973684210526313,3,5,0.28888888888888886,0.20634920634920634,0.24074074074074073,0.3635329878839454,0.4605263157894737,0.393971820938113,-0.1653216533975447,0.20634920634920634,0.3595505617977528
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,1,1,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,1,1,0.25,0.6666666666666666,0.36363636363636365,0.408248290463863,0.36363636363636365,0.375,-0.08333333333333333,0.6666666666666666,0.75
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,1,1,0.0,0.0,0.0,0.0,0.7272727272727273,0.29166666666666663,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,1,1,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,1,1,0.0,0.0,0.0,0.0,0.7272727272727273,0.4583333333333333,0.0,0.0,0.0
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7637626158259733,0.8181818181818182,0.8541666666666667,0.5416666666666666,0.6666666666666666,0.125
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,1,2,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,1,2,0.2857142857142857,0.6666666666666666,0.4,0.5,0.45454545454545453,0.4583333333333333,0.03857583749052298,0.6666666666666666,0.625
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,1,2,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3535533905932738,0.36363636363636365,0.2916666666666667,-0.2608745973749754,0.3333333333333333,0.625
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,1,2,0.14285714285714285,0.3333333333333333,0.2,0.28867513459481287,0.2727272727272727,0.29166666666666663,-0.38575837490522974,0.3333333333333333,0.75
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,1,2,0.2,0.3333333333333333,0.25,0.408248290463863,0.45454545454545453,0.29166666666666663,-0.14907119849998599,0.3333333333333333,0.5
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,1,2,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.41666666666666663,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,1,3,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,1,3,0.2,0.3333333333333333,0.25,0.408248290463863,0.45454545454545453,0.5208333333333333,-0.14907119849998599,0.3333333333333333,0.5
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6363636363636364,0.5833333333333333,0.08333333333333333,0.3333333333333333,0.25
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,1,3,0.2,0.3333333333333333,0.25,0.408248290463863,0.45454545454545453,0.41666666666666663,-0.14907119849998599,0.3333333333333333,0.5
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,1,3,0.0,0.0,0.0,0.0,0.45454545454545453,0.1875,-0.375,0.0,0.375
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,1,3,0.0,0.0,0.0,0.0,0.6363636363636364,0.4583333333333333,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,1,4,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,1,4,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3535533905932738,0.36363636363636365,0.24999999999999997,-0.2608745973749754,0.3333333333333333,0.625
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,1,4,0.0,0.0,0.0,0.0,0.7272727272727273,0.625,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,1,4,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,1,4,0.0,0.0,0.0,0.0,0.5454545454545454,0.3333333333333333,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,1,4,0.0,0.0,0.0,0.0,0.6363636363636364,0.4375,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,1,5,0.3333333333333333,0.5,0.4,0.6236095644623235,0.7272727272727273,0.638888888888889,0.24056261216234406,0.5,0.2222222222222222
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,1,5,0.0,0.0,0.0,0.0,0.5454545454545454,0.6666666666666667,-0.28867513459481287,0.0,0.3333333333333333
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,1,5,0.0,0.0,0.0,0.0,0.8181818181818182,0.8333333333333334,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,1,5,0.0,0.0,0.0,0.0,0.45454545454545453,0.2777777777777778,-0.3563483225498992,0.0,0.4444444444444444
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,1,5,0.3333333333333333,0.5,0.4,0.6236095644623235,0.7272727272727273,0.5555555555555556,0.24056261216234406,0.5,0.2222222222222222
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,1,5,0.0,0.0,0.0,0.0,0.8181818181818182,0.4166666666666667,0.0,0.0,0.0
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,2,1,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,2,1,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.5416666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,2,1,0.0,0.0,0.0,0.0,0.7272727272727273,0.2916666666666667,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,2,1,0.2,0.3333333333333333,0.25,0.408248290463863,0.45454545454545453,0.375,-0.14907119849998599,0.3333333333333333,0.5
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,2,1,0.0,0.0,0.0,0.0,0.45454545454545453,0.20833333333333331,-0.375,0.0,0.375
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,2,1,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,2,2,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,2,2,0.5,0.6666666666666666,0.5714285714285714,0.7071067811865476,0.7272727272727273,0.5,0.38575837490522974,0.6666666666666666,0.25
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,2,2,0.0,0.0,0.0,0.0,0.6363636363636364,0.47916666666666663,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,2,2,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3535533905932738,0.36363636363636365,0.25,-0.2608745973749754,0.3333333333333333,0.625
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,2,2,0.25,0.3333333333333333,0.2857142857142857,0.4564354645876384,0.5454545454545454,0.3958333333333333,-0.03857583749052298,0.3333333333333333,0.375
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6363636363636364,0.47916666666666663,0.08333333333333333,0.3333333333333333,0.25
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,2,3,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,2,3,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3535533905932738,0.36363636363636365,0.20833333333333331,-0.2608745973749754,0.3333333333333333,0.625
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,2,3,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3535533905932738,0.36363636363636365,0.3333333333333333,-0.2608745973749754,0.3333333333333333,0.625
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,2,3,0.0,0.0,0.0,0.0,0.2727272727272727,0.1875,-0.5590169943749475,0.0,0.625
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,2,3,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,2,3,0.0,0.0,0.0,0.0,0.5454545454545454,0.125,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,2,4,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,2,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6363636363636364,0.5833333333333333,0.08333333333333333,0.3333333333333333,0.25
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,2,4,0.0,0.0,0.0,0.0,0.7272727272727273,0.7916666666666666,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,2,4,0.0,0.0,0.0,0.0,0.2727272727272727,0.1875,-0.5590169943749475,0.0,0.625
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,2,4,0.0,0.0,0.0,0.0,0.5454545454545454,0.4166666666666667,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,2,4,0.0,0.0,0.0,0.0,0.7272727272727273,0.20833333333333331,0.0,0.0,0.0
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,2,5,0.3333333333333333,0.5,0.4,0.6236095644623235,0.7272727272727273,0.638888888888889,0.24056261216234406,0.5,0.2222222222222222
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,2,5,0.0,0.0,0.0,0.0,0.7272727272727273,0.33333333333333337,-0.14907119849998599,0.0,0.1111111111111111
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,2,5,0.0,0.0,0.0,0.0,0.8181818181818182,0.4444444444444445,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,2,5,0.0,0.0,0.0,0.0,0.5454545454545454,0.33333333333333337,-0.28867513459481287,0.0,0.3333333333333333
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,2,5,0.0,0.0,0.0,0.0,0.6363636363636364,0.05555555555555558,-0.2222222222222222,0.0,0.2222222222222222
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,2,5,0.0,0.0,0.0,0.0,0.6363636363636364,0.1111111111111111,-0.2222222222222222,0.0,0.2222222222222222
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,3,1,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,3,1,0.0,0.0,0.0,0.0,0.6363636363636364,0.625,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,3,1,0.0,0.0,0.0,0.0,0.7272727272727273,0.5833333333333333,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,3,1,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,3,1,0.0,0.0,0.0,0.0,0.6363636363636364,0.5,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,3,1,0.0,0.0,0.0,0.0,0.7272727272727273,0.6249999999999999,0.0,0.0,0.0
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,3,2,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.6041666666666666,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,3,2,0.5,0.3333333333333333,0.4,0.5400617248673216,0.7272727272727273,0.49999999999999994,0.24056261216234406,0.3333333333333333,0.125
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,3,2,0.0,0.0,0.0,0.0,0.6363636363636364,0.41666666666666663,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,3,2,0.0,0.0,0.0,0.0,0.6363636363636364,0.4375,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,3,2,0.0,0.0,0.0,0.0,0.6363636363636364,0.625,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,3,2,0.0,0.0,0.0,0.0,0.7272727272727273,0.6041666666666666,0.0,0.0,0.0
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,3,3,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,3,3,0.0,0.0,0.0,0.0,0.2727272727272727,0.24999999999999997,-0.5590169943749475,0.0,0.625
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,3,3,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3535533905932738,0.36363636363636365,0.3333333333333333,-0.2608745973749754,0.3333333333333333,0.625
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,3,3,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6363636363636364,0.39583333333333326,0.08333333333333333,0.3333333333333333,0.25
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,3,3,0.0,0.0,0.0,0.0,0.6363636363636364,0.4375,-0.19364916731037085,0.0,0.125
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,3,4,0.0,0.0,0.0,0.0,0.5454545454545454,0.375,-0.28867513459481287,0.0,0.25
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,3,4,0.2857142857142857,0.6666666666666666,0.4,0.5,0.45454545454545453,0.625,0.03857583749052298,0.6666666666666666,0.625
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,3,4,0.0,0.0,0.0,0.0,0.7272727272727273,0.16666666666666666,0.0,0.0,0.0
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,3,4,0.2,0.3333333333333333,0.25,0.408248290463863,0.45454545454545453,0.3958333333333333,-0.14907119849998599,0.3333333333333333,0.5
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,3,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6363636363636364,0.5833333333333333,0.08333333333333333,0.3333333333333333,0.25
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,3,4,1.0,0.3333333333333333,0.5,0.5773502691896257,0.8181818181818182,0.6666666666666666,0.5163977794943222,0.3333333333333333,0.0
BugHunter,full_mct_file,Dummy,55,6,0.2545454545454545,3,5,0.0,0.0,0.0,0.0,0.5454545454545454,0.33333333333333337,-0.28867513459481287,0.0,0.3333333333333333
BugHunter,full_mct_file,LogisticRegression,55,6,0.2545454545454545,3,5,0.25,0.5,0.3333333333333333,0.5773502691896257,0.6363636363636364,0.6111111111111112,0.1336306209562122,0.5,0.3333333333333333
BugHunter,full_mct_file,GaussianNB,55,6,0.2545454545454545,3,5,0.0,0.0,0.0,0.0,0.7272727272727273,0.3888888888888889,-0.14907119849998599,0.0,0.1111111111111111
BugHunter,full_mct_file,DecisionTree,55,6,0.2545454545454545,3,5,0.0,0.0,0.0,0.0,0.2727272727272727,0.16666666666666669,-0.5163977794943223,0.0,0.6666666666666666
BugHunter,full_mct_file,RandomForest,55,6,0.2545454545454545,3,5,0.0,0.0,0.0,0.0,0.45454545454545453,0.2222222222222222,-0.3563483225498992,0.0,0.4444444444444444
BugHunter,full_mct_file,KNN,55,6,0.2545454545454545,3,5,0.0,0.0,0.0,0.0,0.5454545454545454,0.4444444444444445,-0.28867513459481287,0.0,0.3333333333333333
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,1,1,0.48214285714285715,0.4778761061946903,0.48,0.5155168576155611,0.5198358413132695,0.516999277587141,0.034020066441966895,0.4778761061946903,0.44387755102040816
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,1,1,0.5,0.3274336283185841,0.39572192513368987,0.48447544102138196,0.5362517099863201,0.5023929925952682,0.04800877088804924,0.3274336283185841,0.28316326530612246
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,1,1,0.5384615384615384,0.12389380530973451,0.2014388489208633,0.3354337531932192,0.5444596443228454,0.5445262175666727,0.05178009280815743,0.12389380530973451,0.09183673469387756
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,1,1,0.3403693931398417,0.3805309734513274,0.3593314763231198,0.37127537441659786,0.3707250341997264,0.3405762747576907,-0.2567223328158093,0.3805309734513274,0.6377551020408163
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,1,1,0.26666666666666666,0.2359882005899705,0.25039123630672927,0.321785399165356,0.3447332421340629,0.2814663476009873,-0.32971797012877485,0.2359882005899705,0.5612244897959183
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,1,1,0.36038961038961037,0.3274336283185841,0.34312210200927357,0.40358583261944714,0.4186046511627907,0.3934629161399073,-0.17685877867947322,0.3274336283185841,0.5025510204081632
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,1,2,0.4494047619047619,0.44542772861356933,0.4474074074074074,0.48498774396204064,0.4897400820793434,0.4867444765516826,-0.026527820733742668,0.44542772861356933,0.4719387755102041
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,1,2,0.47058823529411764,0.2831858407079646,0.35359116022099446,0.45295171038586945,0.5198358413132695,0.5161301246162182,0.008533690696889026,0.2831858407079646,0.2755102040816326
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,1,2,0.5145631067961165,0.15634218289085547,0.2398190045248869,0.3693244886685517,0.5403556771545828,0.5472616037565469,0.041267071348797,0.15634218289085547,0.12755102040816327
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,1,2,0.34805194805194806,0.3952802359882006,0.3701657458563536,0.37706747513127975,0.3761969904240766,0.3603071759677322,-0.24472956459257722,0.3952802359882006,0.6403061224489796
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,1,2,0.28484848484848485,0.27728613569321536,0.28101644245142005,0.3321875437225828,0.34199726402188785,0.28699732105231474,-0.32543866189896836,0.27728613569321536,0.6020408163265306
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,1,2,0.3501577287066246,0.3274336283185841,0.3384146341463415,0.39416229586008794,0.4062927496580027,0.3868144602973933,-0.19931785304145466,0.3274336283185841,0.5255102040816326
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,1,3,0.4732142857142857,0.4690265486725664,0.4711111111111111,0.5071949368747001,0.5116279069767442,0.5087479682138343,0.017507006303137014,0.4690265486725664,0.45153061224489793
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,1,3,0.4852941176470588,0.2920353982300885,0.36464088397790057,0.4623976977094815,0.5280437756497948,0.5021935765456625,0.02688112569520043,0.2920353982300885,0.26785714285714285
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,1,3,0.4691358024691358,0.11209439528023599,0.18095238095238095,0.3159087311395652,0.5294117647058824,0.5010196556498705,0.0038137183168379866,0.11209439528023599,0.1096938775510204
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,1,3,0.34536082474226804,0.3952802359882006,0.3686382393397524,0.3730345519587024,0.37209302325581395,0.3367309313105773,-0.2524928121552673,0.3952802359882006,0.6479591836734694
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,1,3,0.28,0.2890855457227139,0.2844702467343977,0.32131734742791607,0.32558139534883723,0.2711117632893865,-0.3531582327250217,0.2890855457227139,0.6428571428571429
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,1,3,0.3438485804416404,0.3215339233038348,0.3323170731707317,0.3884894933569488,0.4008207934336525,0.3725355186322316,-0.21038854300219498,0.3215339233038348,0.5306122448979592
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,1,4,0.4597014925373134,0.45294117647058824,0.4562962962962963,0.49322169410583827,0.49794801641586867,0.49501278772378515,-0.009984945307538014,0.45294117647058824,0.4629156010230179
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,1,4,0.4976303317535545,0.3088235294117647,0.3811252268602541,0.4744486795968929,0.533515731874145,0.5592184444110124,0.04152409736241765,0.3088235294117647,0.2710997442455243
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,1,4,0.48717948717948717,0.11176470588235295,0.18181818181818182,0.31675065332264424,0.5321477428180574,0.5343199939822476,0.015287937969428981,0.11176470588235295,0.10230179028132992
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,1,4,0.3566084788029925,0.42058823529411765,0.38596491228070173,0.3782387346559879,0.37756497948016415,0.3571310365578456,-0.23980913104747978,0.42058823529411765,0.659846547314578
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,1,4,0.26479750778816197,0.25,0.25718608169440244,0.3148092427725691,0.3283173734610123,0.2762938167594403,-0.3553626462466705,0.25,0.6035805626598465
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,1,4,0.34534534534534533,0.3382352941176471,0.34175334323922735,0.38685136582252666,0.39398084815321477,0.3688882202497367,-0.21964511850572177,0.3382352941176471,0.5575447570332481
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,1,5,0.4746268656716418,0.4676470588235294,0.4711111111111111,0.5070957315327841,0.5116279069767442,0.508759590792839,0.01753766034785523,0.4676470588235294,0.45012787723785164
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,1,5,0.5,0.3323529411764706,0.3992932862190813,0.48610913503960035,0.5348837209302325,0.5388295471641342,0.04678653404070419,0.3323529411764706,0.289002557544757
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,1,5,0.5145631067961165,0.15588235294117647,0.23927765237020315,0.3687120125751816,0.5389876880984952,0.5305288099894689,0.04014826340211989,0.15588235294117647,0.1278772378516624
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,1,5,0.35872235872235875,0.4294117647058823,0.3908969210174029,0.37785073106472894,0.37756497948016415,0.35952685421994884,-0.23907328613114304,0.4294117647058823,0.6675191815856778
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,1,5,0.3047619047619048,0.2823529411764706,0.2931297709923664,0.35242929632235953,0.36662106703146374,0.29035655182789233,-0.2797557121501718,0.2823529411764706,0.5601023017902813
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,1,5,0.35714285714285715,0.3235294117647059,0.3395061728395062,0.3996199488330641,0.41450068399452805,0.38770497969008577,-0.18471900462757446,0.3235294117647059,0.5063938618925832
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,2,1,0.46130952380952384,0.45722713864306785,0.45925925925925926,0.49609425087295894,0.5006839945280438,0.49774622238275834,-0.004510407215302826,0.45722713864306785,0.461734693877551
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,2,1,0.48130841121495327,0.30383480825958703,0.37251356238698013,0.4666904239848325,0.5253077975376197,0.5175147492625368,0.02265497663381978,0.30383480825958703,0.28316326530612246
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,2,1,0.5054945054945055,0.13569321533923304,0.21395348837209302,0.3465778239705299,0.5376196990424077,0.5436946902654868,0.03156620073803286,0.13569321533923304,0.11479591836734694
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,2,1,0.3448275862068966,0.3834808259587021,0.36312849162011174,0.37662816531453586,0.3761969904240766,0.35502453193666844,-0.2460939908917259,0.3834808259587021,0.6301020408163265
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,2,1,0.26384364820846906,0.23893805309734514,0.25077399380804954,0.3180926768357436,0.3378932968536252,0.27087095900307023,-0.3411015024773396,0.23893805309734514,0.576530612244898
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,2,1,0.3210702341137124,0.2831858407079646,0.30094043887147337,0.36950782175935065,0.3898768809849521,0.35991210643549454,-0.23802654796914224,0.2831858407079646,0.5178571428571429
BugHunter,full_neo4j_file,Dummy,3655,6,0.4642954856361149,2,2,0.44345238095238093,0.43952802359882004,0.4414814814814815,0.47943218125492193,0.4842681258549932,0.48124360363614466,-0.03753652749296259,0.43952802359882004,0.4770408163265306
BugHunter,full_neo4j_file,LogisticRegression,3655,6,0.4642954856361149,2,2,0.49760765550239233,0.30678466076696165,0.3795620437956204,0.4739305835895437,0.5348837209302325,0.5382841189573174,0.04296266382923589,0.30678466076696165,0.26785714285714285
BugHunter,full_neo4j_file,GaussianNB,3655,6,0.4642954856361149,2,2,0.5066666666666667,0.11209439528023599,0.18357487922705315,0.3186127068247808,0.5376196990424077,0.5200356691349106,0.029100234800303406,0.11209439528023599,0.09438775510204081
BugHunter,full_neo4j_file,DecisionTree,3655,6,0.4642954856361149,2,2,0.3341772151898734,0.3893805309734513,0.35967302452316074,0.357963658568938,0.35704514363885087,0.3337961290710975,-0.2817159685244151,0.3893805309734513,0.6709183673469388
BugHunter,full_neo4j_file,RandomForest,3655,6,0.4642954856361149,2,2,0.25072886297376096,0.2536873156342183,0.25219941348973607,0.2955787629873488,0.3023255813953488,0.24208355908735174,-0.4016288519276009,0.2536873156342183,0.6556122448979592
BugHunter,full_neo4j_file,KNN,3655,6,0.4642954856361149,2,2,0.34201954397394135,0.30973451327433627,0.32507739938080493,0.38746151066953227,0.40355677154582764,0.37464255613749925,-0.20770832429842545,0.30973451327433627,0.5153061224489796
