dataset,project,model,n_instances,n_features,minority_class_percentage,repeat,fold,precision,recall,f1_score,g_mean,accuracy,auc,mcc,PD,PF
JIRA,derby-10.5.1.1,Dummy,2681,67,0.14285714285714285,3,1,0.1348314606741573,0.15584415584415584,0.14457831325301204,0.36021826622537717,0.7355679702048417,0.4942264257481649,-0.010883410727480145,0.15584415584415584,0.1673913043478261
JIRA,derby-10.5.1.1,LogisticRegression,2681,67,0.14285714285714285,3,1,0.4051724137931034,0.6103896103896104,0.48704663212435234,0.7202993605655699,0.8156424581005587,0.803218520609825,0.39208456884834225,0.6103896103896104,0.15
JIRA,derby-10.5.1.1,GaussianNB,2681,67,0.14285714285714285,3,1,1.0,0.025974025974025976,0.05063291139240506,0.16116459280507606,0.8603351955307262,0.7723884810841333,0.14944165209049434,0.025974025974025976,0.0
JIRA,derby-10.5.1.1,DecisionTree,2681,67,0.14285714285714285,3,1,0.39361702127659576,0.4805194805194805,0.4327485380116959,0.6488272876796404,0.819366852886406,0.6853331451157538,0.32888772658058724,0.4805194805194805,0.12391304347826088
JIRA,derby-10.5.1.1,RandomForest,2681,67,0.14285714285714285,3,1,0.7,0.36363636363636365,0.47863247863247865,0.5951051987913217,0.8864059590316573,0.8073969508752118,0.4505608349256914,0.36363636363636365,0.02608695652173913
JIRA,derby-10.5.1.1,KNN,2681,67,0.14285714285714285,3,1,0.6923076923076923,0.35064935064935066,0.46551724137931033,0.5843817042692088,0.8845437616387337,0.7253387916431395,0.43830406835045704,0.35064935064935066,0.02608695652173913
JIRA,derby-10.5.1.1,Dummy,2681,67,0.14285714285714285,3,2,0.15730337078651685,0.18421052631578946,0.1696969696969697,0.3926527745642423,0.7444029850746269,0.5105835240274599,0.019842539013168695,0.18421052631578946,0.16304347826086957
JIRA,derby-10.5.1.1,LogisticRegression,2681,67,0.14285714285714285,3,2,0.37777777777777777,0.6710526315789473,0.4834123222748815,0.7406163553502967,0.7966417910447762,0.8324370709382151,0.3925196144530958,0.6710526315789473,0.1826086956521739
JIRA,derby-10.5.1.1,GaussianNB,2681,67,0.14285714285714285,3,2,0.75,0.039473684210526314,0.075,0.19846377970185622,0.8619402985074627,0.7723255148741418,0.15118408214024914,0.039473684210526314,0.002173913043478261
JIRA,derby-10.5.1.1,DecisionTree,2681,67,0.14285714285714285,3,2,0.35714285714285715,0.4605263157894737,0.40229885057471265,0.6304397143340599,0.8059701492537313,0.6683352402745996,0.29201394492202387,0.4605263157894737,0.13695652173913042
JIRA,derby-10.5.1.1,RandomForest,2681,67,0.14285714285714285,3,2,0.6774193548387096,0.27631578947368424,0.3925233644859813,0.5199124200143,0.878731343283582,0.8521453089244853,0.3804326291693601,0.27631578947368424,0.021739130434782608
JIRA,derby-10.5.1.1,KNN,2681,67,0.14285714285714285,3,2,0.574468085106383,0.35526315789473684,0.43902439024390244,0.5829381902384196,0.871268656716418,0.7923483981693364,0.384536374565503,0.35526315789473684,0.043478260869565216
JIRA,derby-10.5.1.1,Dummy,2681,67,0.14285714285714285,3,3,0.1348314606741573,0.15789473684210525,0.14545454545454545,0.3625803785265393,0.7369402985074627,0.4952517162471396,-0.008902328314016225,0.15789473684210525,0.1673913043478261
JIRA,derby-10.5.1.1,LogisticRegression,2681,67,0.14285714285714285,3,3,0.35947712418300654,0.7236842105263158,0.48034934497816595,0.7546575442896719,0.7779850746268657,0.8272883295194507,0.3944173980900876,0.7236842105263158,0.21304347826086956
JIRA,derby-10.5.1.1,GaussianNB,2681,67,0.14285714285714285,3,3,0.8,0.05263157894736842,0.09876543209876543,0.22916623327051452,0.8638059701492538,0.7930205949656751,0.18309673757993383,0.05263157894736842,0.002173913043478261
JIRA,derby-10.5.1.1,DecisionTree,2681,67,0.14285714285714285,3,3,0.3614457831325301,0.39473684210526316,0.37735849056603776,0.5909790968436858,0.8152985074626866,0.6403890160183067,0.2695315439874314,0.39473684210526316,0.11521739130434783
JIRA,derby-10.5.1.1,RandomForest,2681,67,0.14285714285714285,3,3,0.6595744680851063,0.40789473684210525,0.5040650406504065,0.6274608305077778,0.8861940298507462,0.8620995423340961,0.4601736210855432,0.40789473684210525,0.034782608695652174
JIRA,derby-10.5.1.1,KNN,2681,67,0.14285714285714285,3,3,0.627906976744186,0.35526315789473684,0.453781512605042,0.5855819144148003,0.878731343283582,0.7527173913043478,0.4115567232141658,0.35526315789473684,0.034782608695652174
JIRA,derby-10.5.1.1,Dummy,2681,67,0.14285714285714285,3,4,0.12359550561797752,0.14285714285714285,0.13253012048192772,0.34435558023587937,0.7313432835820896,0.48646125116713346,-0.02552180978507281,0.14285714285714285,0.16993464052287582
JIRA,derby-10.5.1.1,LogisticRegression,2681,67,0.14285714285714285,3,4,0.37777777777777777,0.6623376623376623,0.4811320754716981,0.7356123579206246,0.7947761194029851,0.8227937639702345,0.38730068628565917,0.6623376623376623,0.1830065359477124
JIRA,derby-10.5.1.1,GaussianNB,2681,67,0.14285714285714285,3,4,0.0,0.0,0.0,0.0,0.8507462686567164,0.792434145375322,-0.03072812371382688,0.0,0.006535947712418301
JIRA,derby-10.5.1.1,DecisionTree,2681,67,0.14285714285714285,3,4,0.36046511627906974,0.4025974025974026,0.3803680981595092,0.5952779886470257,0.8115671641791045,0.6466768525592056,0.2702291263991336,0.4025974025974026,0.11982570806100218
JIRA,derby-10.5.1.1,RandomForest,2681,67,0.14285714285714285,3,4,0.6,0.35064935064935066,0.4426229508196721,0.5804294924639212,0.8731343283582089,0.8552188552188553,0.3938857400103165,0.35064935064935066,0.0392156862745098
JIRA,derby-10.5.1.1,KNN,2681,67,0.14285714285714285,3,4,0.6136363636363636,0.35064935064935066,0.4462809917355372,0.5810872031479765,0.875,0.7585660526836997,0.40071529747951323,0.35064935064935066,0.037037037037037035
JIRA,derby-10.5.1.1,Dummy,2681,67,0.14285714285714285,3,5,0.16853932584269662,0.19480519480519481,0.18072289156626506,0.40422604172722165,0.746268656716418,0.516792575616105,0.03165557807197641,0.19480519480519481,0.16122004357298475
JIRA,derby-10.5.1.1,LogisticRegression,2681,67,0.14285714285714285,3,5,0.40476190476190477,0.6623376623376623,0.5024630541871922,0.7443873683187767,0.8115671641791045,0.8371671901083665,0.4126880849404948,0.6623376623376623,0.16339869281045752
JIRA,derby-10.5.1.1,GaussianNB,2681,67,0.14285714285714285,3,5,0.0,0.0,0.0,0.0,0.8526119402985075,0.7901140254081431,-0.025065904987237642,0.0,0.004357298474945534
JIRA,derby-10.5.1.1,DecisionTree,2681,67,0.14285714285714285,3,5,0.38461538461538464,0.45454545454545453,0.4166666666666667,0.6317348561704453,0.8171641791044776,0.6690150807797867,0.31066786236247707,0.45454545454545453,0.12200435729847495
JIRA,derby-10.5.1.1,RandomForest,2681,67,0.14285714285714285,3,5,0.7105263157894737,0.35064935064935066,0.46956521739130436,0.5850179393017045,0.8861940298507462,0.842670401493931,0.44645056623608914,0.35064935064935066,0.023965141612200435
JIRA,derby-10.5.1.1,KNN,2681,67,0.14285714285714285,3,5,0.65,0.33766233766233766,0.4444444444444444,0.572156681809921,0.878731343283582,0.8021814786520669,0.4099654853658339,0.33766233766233766,0.030501089324618737
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,1,1,0.0,0.0,0.0,0.0,0.8390804597701149,0.4591194968553459,-0.08727820494264349,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,1,1,0.3023255813953488,0.8666666666666667,0.4482758620689655,0.8385372109143698,0.8160919540229885,0.8519916142557652,0.4411598217770075,0.8666666666666667,0.18867924528301888
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,1,1,0.3076923076923077,0.26666666666666666,0.2857142857142857,0.5015698625755192,0.8850574712643678,0.6758909853249476,0.22423784962186866,0.26666666666666666,0.05660377358490566
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,1,1,0.5384615384615384,0.4666666666666667,0.5,0.6701168582968084,0.9195402298850575,0.7207547169811321,0.45787489054525277,0.4666666666666667,0.03773584905660377
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,1,1,0.8,0.5333333333333333,0.64,0.7256891469117426,0.9482758620689655,0.9132075471698113,0.6279939793533086,0.5333333333333333,0.012578616352201259
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,1,1,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.570041743294763,0.9195402298850575,0.879245283018868,0.39055294821802844,0.3333333333333333,0.025157232704402517
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,1,2,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.24826441574616803,0.8505747126436781,0.49559748427672956,-0.009399191301515453,0.06666666666666667,0.07547169811320754
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,1,2,0.1891891891891892,0.4666666666666667,0.2692307692307692,0.615318090260036,0.7816091954022989,0.6633123689727464,0.1906813381843468,0.4666666666666667,0.18867924528301888
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,1,2,0.08620689655172414,1.0,0.15873015873015872,0.0,0.08620689655172414,0.7672955974842768,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,1,2,0.4,0.5333333333333333,0.45714285714285713,0.7021978076057268,0.8908045977011494,0.7322851153039832,0.4029054002840426,0.5333333333333333,0.07547169811320754
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,1,2,0.5384615384615384,0.4666666666666667,0.5,0.6701168582968084,0.9195402298850575,0.89979035639413,0.45787489054525277,0.4666666666666667,0.03773584905660377
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,1,2,0.6,0.4,0.48,0.624449443044222,0.9252873563218391,0.7280922431865829,0.45203431364078733,0.4,0.025157232704402517
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,1,3,0.0,0.0,0.0,0.0,0.8390804597701149,0.4591194968553459,-0.08727820494264349,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,1,3,0.26666666666666666,0.8,0.4,0.7962174728997998,0.7931034482758621,0.8364779874213837,0.3797491916891493,0.8,0.20754716981132076
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,1,3,0.08092485549132948,0.9333333333333333,0.14893617021276595,0.0,0.08045977011494253,0.6121593291404612,-0.24753116228179844,0.9333333333333333,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,1,3,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.7140400895439212,0.9195402298850575,0.7463312368972747,0.48930817610062893,0.5333333333333333,0.0440251572327044
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,1,3,0.75,0.4,0.5217391304347826,0.6284652364762267,0.9367816091954023,0.930817610062893,0.5191928966421046,0.4,0.012578616352201259
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,1,3,0.5833333333333334,0.4666666666666667,0.5185185185185185,0.6723032160087926,0.9252873563218391,0.8404612159329141,0.48206436791980456,0.4666666666666667,0.031446540880503145
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,1,4,0.0,0.0,0.0,0.0,0.8439306358381503,0.4591194968553459,-0.0845818423204086,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,1,4,0.3793103448275862,0.7857142857142857,0.5116279069767442,0.8347248041434321,0.8786127167630058,0.9150943396226416,0.4909971546182015,0.7857142857142857,0.11320754716981132
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,1,4,0.08092485549132948,1.0,0.1497326203208556,0.0,0.08092485549132948,0.7120395327942498,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,1,4,0.6111111111111112,0.7857142857142857,0.6875,0.8666735779667754,0.9421965317919075,0.8708445642407907,0.6624946746585428,0.7857142857142857,0.0440251572327044
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,1,4,0.5,0.42857142857142855,0.46153846153846156,0.6421829348658247,0.9190751445086706,0.9393530997304582,0.4195204265477871,0.42857142857142855,0.03773584905660377
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,1,4,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.590049261652787,0.9248554913294798,0.912848158131177,0.4076980926237079,0.35714285714285715,0.025157232704402517
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,1,5,0.0,0.0,0.0,0.0,0.8439306358381503,0.4591194968553459,-0.0845818423204086,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,1,5,0.44,0.7857142857142857,0.5641025641025641,0.8464820705586025,0.9017341040462428,0.9218328840970351,0.5411379769471563,0.7857142857142857,0.0880503144654088
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,1,5,0.08092485549132948,1.0,0.1497326203208556,0.0,0.08092485549132948,0.7560646900269542,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,1,5,0.4,0.42857142857142855,0.41379310344827586,0.635855855098946,0.9017341040462428,0.6850853548966757,0.36049030039494245,0.42857142857142855,0.05660377358490566
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,1,5,0.8,0.2857142857142857,0.42105263157894735,0.5328389442609409,0.9364161849710982,0.9384546271338725,0.4548709079413305,0.2857142857142857,0.006289308176100629
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,1,5,0.7777777777777778,0.5,0.6086956521739131,0.7026454951281617,0.9479768786127167,0.9618149146451034,0.5985824499279067,0.5,0.012578616352201259
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,2,1,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.24826441574616803,0.8505747126436781,0.49559748427672956,-0.009399191301515453,0.06666666666666667,0.07547169811320754
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,2,1,0.23076923076923078,0.6,0.3333333333333333,0.6977051331545359,0.7931034482758621,0.7618448637316562,0.27683795211927026,0.6,0.18867924528301888
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,2,1,0.16666666666666666,0.13333333333333333,0.14814814814814814,0.3534792626145592,0.867816091954023,0.6838574423480084,0.07802197862285855,0.13333333333333333,0.06289308176100629
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,2,1,0.375,0.4,0.3870967741935484,0.6122440422703985,0.8908045977011494,0.6689727463312368,0.3274336597366568,0.4,0.06289308176100629
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,2,1,0.7142857142857143,0.3333333333333333,0.45454545454545453,0.5737076443764131,0.9310344827586207,0.9144654088050315,0.4581524231618477,0.3333333333333333,0.012578616352201259
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,2,1,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.570041743294763,0.9195402298850575,0.8389937106918239,0.39055294821802844,0.3333333333333333,0.025157232704402517
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,2,2,0.0,0.0,0.0,0.0,0.8390804597701149,0.4591194968553459,-0.08727820494264349,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,2,2,0.3611111111111111,0.8666666666666667,0.5098039215686274,0.860987683045695,0.8563218390804598,0.948846960167715,0.500262745050658,0.8666666666666667,0.14465408805031446
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,2,2,0.08620689655172414,1.0,0.15873015873015872,0.0,0.08620689655172414,0.6771488469601677,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,2,2,0.5238095238095238,0.7333333333333333,0.6111111111111112,0.8289823520690466,0.9195402298850575,0.8444444444444446,0.5776288940180614,0.7333333333333333,0.06289308176100629
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,2,2,0.7857142857142857,0.7333333333333333,0.7586206896551724,0.8482316047789731,0.9597701149425287,0.9735849056603774,0.7372272669446542,0.7333333333333333,0.018867924528301886
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,2,2,0.6111111111111112,0.7333333333333333,0.6666666666666666,0.8372862222856351,0.9367816091954023,0.9373165618448638,0.6352710577201388,0.7333333333333333,0.0440251572327044
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,2,3,0.0,0.0,0.0,0.0,0.8390804597701149,0.4591194968553459,-0.08727820494264349,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,2,3,0.3870967741935484,0.8,0.5217391304347826,0.839286909062253,0.8735632183908046,0.8813417190775682,0.4991435488676332,0.8,0.11949685534591195
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,2,3,0.08620689655172414,1.0,0.15873015873015872,0.0,0.08620689655172414,0.7048218029350105,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,2,3,0.5,0.5333333333333333,0.5161290322580645,0.7116873975152087,0.9137931034482759,0.7452830188679245,0.46915867663759775,0.5333333333333333,0.050314465408805034
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,2,3,0.6666666666666666,0.5333333333333333,0.5925925925925926,0.7210521080737868,0.9367816091954023,0.928301886792453,0.5628728457791937,0.5333333333333333,0.025157232704402517
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,2,3,0.7777777777777778,0.4666666666666667,0.5833333333333334,0.6788200392610004,0.9425287356321839,0.8580712788259959,0.5754678134967685,0.4666666666666667,0.012578616352201259
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,2,4,0.0,0.0,0.0,0.0,0.8439306358381503,0.4591194968553459,-0.0845818423204086,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,2,4,0.3076923076923077,0.8571428571428571,0.4528301886792453,0.8435581168455182,0.8323699421965318,0.8733153638814016,0.4485843810626737,0.8571428571428571,0.16981132075471697
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,2,4,0.0755813953488372,0.9285714285714286,0.13978494623655913,0.0,0.07514450867052024,0.7295597484276729,-0.2569628384265435,0.9285714285714286,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,2,4,0.4,0.42857142857142855,0.41379310344827586,0.635855855098946,0.9017341040462428,0.6862084456424079,0.36049030039494245,0.42857142857142855,0.05660377358490566
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,2,4,0.5,0.35714285714285715,0.4166666666666667,0.5881427970191717,0.9190751445086706,0.9389038634321654,0.380611253045561,0.35714285714285715,0.031446540880503145
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,2,4,0.7142857142857143,0.35714285714285715,0.47619047619047616,0.5938438297733909,0.9364161849710982,0.9523809523809524,0.47690263269629984,0.35714285714285715,0.012578616352201259
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,2,5,0.0,0.0,0.0,0.0,0.8439306358381503,0.4591194968553459,-0.0845818423204086,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,2,5,0.47619047619047616,0.7142857142857143,0.5714285714285714,0.8153954387127114,0.9132947976878613,0.8823000898472597,0.5387166750169247,0.7142857142857143,0.06918238993710692
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,2,5,0.08092485549132948,1.0,0.1497326203208556,0.0,0.08092485549132948,0.6572327044025157,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,2,5,0.5333333333333333,0.5714285714285714,0.5517241379310345,0.739101710675986,0.9248554913294798,0.7672955974842767,0.5111299669850995,0.5714285714285714,0.0440251572327044
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,2,5,0.7777777777777778,0.5,0.6086956521739131,0.7026454951281617,0.9479768786127167,0.894878706199461,0.5985824499279067,0.5,0.012578616352201259
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,2,5,0.8,0.2857142857142857,0.42105263157894735,0.5328389442609409,0.9364161849710982,0.8063791554357593,0.4548709079413305,0.2857142857142857,0.006289308176100629
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,3,1,0.0,0.0,0.0,0.0,0.8390804597701149,0.4591194968553459,-0.08727820494264349,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,3,1,0.2571428571428571,0.6,0.36,0.7084396886488151,0.8160919540229885,0.8402515723270441,0.30560827922365463,0.6,0.16352201257861634
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,3,1,0.08620689655172414,1.0,0.15873015873015872,0.0,0.08620689655172414,0.680503144654088,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,3,1,0.4375,0.4666666666666667,0.45161290322580644,0.6635145607498332,0.9022988505747126,0.7060796645702306,0.39829616818712726,0.4666666666666667,0.05660377358490566
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,3,1,0.7,0.4666666666666667,0.56,0.6766547385632689,0.9367816091954023,0.8532494758909854,0.5400141464970479,0.4666666666666667,0.018867924528301886
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,3,1,0.5384615384615384,0.4666666666666667,0.5,0.6701168582968084,0.9195402298850575,0.7832285115303983,0.45787489054525277,0.4666666666666667,0.03773584905660377
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,3,2,0.0,0.0,0.0,0.0,0.8390804597701149,0.4591194968553459,-0.08727820494264349,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,3,2,0.2972972972972973,0.7333333333333333,0.4230769230769231,0.7832095446147738,0.8275862068965517,0.8670859538784067,0.39085360270366104,0.7333333333333333,0.16352201257861634
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,3,2,0.3333333333333333,0.13333333333333333,0.19047619047619047,0.3605260540368934,0.9022988505747126,0.6763102725366875,0.16639690657617165,0.13333333333333333,0.025157232704402517
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,3,2,0.5,0.5333333333333333,0.5161290322580645,0.7116873975152087,0.9137931034482759,0.7448637316561844,0.46915867663759775,0.5333333333333333,0.050314465408805034
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,3,2,0.4,0.26666666666666666,0.32,0.5065607304015044,0.9022988505747126,0.9006289308176101,0.2760746479282661,0.26666666666666666,0.03773584905660377
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,3,2,0.3333333333333333,0.2,0.25,0.43869446108730303,0.896551724137931,0.9121593291404613,0.20563808293928845,0.2,0.03773584905660377
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,3,3,0.07692307692307693,0.06666666666666667,0.07142857142857142,0.24826441574616803,0.8505747126436781,0.49559748427672956,-0.009399191301515453,0.06666666666666667,0.07547169811320754
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,3,3,0.358974358974359,0.9333333333333333,0.5185185185185185,0.8868950384483604,0.8505747126436781,0.878825995807128,0.5223517322862071,0.9333333333333333,0.15723270440251572
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,3,3,0.08092485549132948,0.9333333333333333,0.14893617021276595,0.0,0.08045977011494253,0.7467505241090147,-0.24753116228179844,0.9333333333333333,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,3,3,0.5,0.5333333333333333,0.5161290322580645,0.7116873975152087,0.9137931034482759,0.7419287211740041,0.46915867663759775,0.5333333333333333,0.050314465408805034
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,3,3,0.7272727272727273,0.5333333333333333,0.6153846153846154,0.7233743430973844,0.9425287356321839,0.9433962264150944,0.5933490157032488,0.5333333333333333,0.018867924528301886
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,3,3,0.36363636363636365,0.26666666666666666,0.3076923076923077,0.5049025893555562,0.896551724137931,0.8587002096436058,0.2567794028838021,0.26666666666666666,0.0440251572327044
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,3,4,0.0,0.0,0.0,0.0,0.8439306358381503,0.4591194968553459,-0.0845818423204086,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,3,4,0.3333333333333333,0.7142857142857143,0.45454545454545453,0.7902141827549882,0.861271676300578,0.8571428571428572,0.42391625473169314,0.7142857142857143,0.12578616352201258
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,3,4,0.08092485549132948,1.0,0.1497326203208556,0.0,0.08092485549132948,0.6864330637915543,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,3,4,0.4666666666666667,0.5,0.4827586206896552,0.6890883595705253,0.9132947976878613,0.722596585804133,0.435810133690021,0.5,0.050314465408805034
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,3,4,0.7272727272727273,0.5714285714285714,0.64,0.7487635810251069,0.9479768786127167,0.9523809523809523,0.6175735417829095,0.5714285714285714,0.018867924528301886
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,3,4,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.590049261652787,0.9248554913294798,0.8423180592991913,0.4076980926237079,0.35714285714285715,0.025157232704402517
JIRA,groovy-1_6_BETA_2,Dummy,868,67,0.08410138248847926,3,5,0.0,0.0,0.0,0.0,0.8439306358381503,0.4591194968553459,-0.0845818423204086,0.0,0.08176100628930817
JIRA,groovy-1_6_BETA_2,LogisticRegression,868,67,0.08410138248847926,3,5,0.4074074074074074,0.7857142857142857,0.5365853658536586,0.8406239927665252,0.8901734104046243,0.9218328840970351,0.5148123463532561,0.7857142857142857,0.10062893081761007
JIRA,groovy-1_6_BETA_2,GaussianNB,868,67,0.08410138248847926,3,5,0.08092485549132948,1.0,0.1497326203208556,0.0,0.08092485549132948,0.6217430368373765,0.0,1.0,1.0
JIRA,groovy-1_6_BETA_2,DecisionTree,868,67,0.08410138248847926,3,5,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.831759520156559,0.9479768786127167,0.8447888589398024,0.6617696335752566,0.7142857142857143,0.031446540880503145
JIRA,groovy-1_6_BETA_2,RandomForest,868,67,0.08410138248847926,3,5,1.0,0.5,0.6666666666666666,0.7071067811865476,0.9595375722543352,0.9811320754716981,0.6920373274980205,0.5,0.0
JIRA,groovy-1_6_BETA_2,KNN,868,67,0.08410138248847926,3,5,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.839821997997109,0.9653179190751445,0.9025157232704403,0.7532079382386706,0.7142857142857143,0.012578616352201259
JIRA,hbase-0.95.2,Dummy,1821,67,0.2652388797364086,1,1,0.2247191011235955,0.20618556701030927,0.21505376344086022,0.39128056046328313,0.6,0.4743614402215725,-0.05275059236329673,0.20618556701030927,0.2574626865671642
