dataset,project,model,n_runs,mean_auc,std_auc,mean_mcc,std_mcc,mean_f1_score,std_f1_score,mean_g_mean,std_g_mean,mean_accuracy,std_accuracy,rank_by_auc,rank_by_mcc
NASA,PC2,LogisticRegression,15,0.750054384621361,0.10842202997471828,0.12094294213763772,0.11578881376721424,0.10100082128614922,0.060991783536941784,0.5673158131227972,0.3194118339145009,0.8102107279693487,0.031441521117779106,2.0,1.0
NASA,PC2,RandomForest,15,0.7863403034439893,0.10011268556933728,-0.000813189557865777,0.003149469614923927,0.0,0.0,0.0,0.0,0.9773818646232438,0.0031317312413549872,1.0,4.0
NASA,PC3,DecisionTree,15,0.6197289597289597,0.04013833956275464,0.21798992894392255,0.07360056179384626,0.32261559650630683,0.06334419059251112,0.5551603922630505,0.05921839426853565,0.814577185609109,0.021903866273388764,5.0,2.0
NASA,PC3,Dummy,15,0.4981858781858782,0.03714336634880376,-0.003800719911793988,0.0722975410003809,0.12525252525252525,0.06252584438357087,0.3259690520068851,0.08308246655371149,0.7748546901546991,0.01684207373887363,6.0,6.0
NASA,PC3,GaussianNB,15,0.7516306049639383,0.05113011594635363,0.01028987081268508,0.11337140429020089,0.2337543721232938,0.03860341907229759,0.27795570598203967,0.1762621984690669,0.2578467316462488,0.2211447732432712,3.0,5.0
NASA,PC3,KNN,15,0.7275524242190909,0.05076805829428162,0.15010414554987106,0.06566074904356223,0.20082564732564995,0.05694966163992073,0.36984355246551015,0.05878216483276678,0.8555754269873915,0.013498055046121473,4.0,4.0
NASA,PC3,LogisticRegression,15,0.8163763763763764,0.039212294228985124,0.34581591853559895,0.05613439119645502,0.4193163297585371,0.039241506946458275,0.741958006793887,0.04094519273458697,0.7423559569584787,0.024621408229914116,2.0,1.0
NASA,PC3,RandomForest,15,0.8299958933292266,0.029319760259183387,0.1708786766238798,0.08447577982221094,0.2099250033802189,0.07301677217199501,0.3720193780129279,0.07224980711781594,0.8615487793972995,0.014128894256067412,1.0,3.0
NASA,PC4,DecisionTree,15,0.7255478244062719,0.04408134962424588,0.41479135544841106,0.06617866699120876,0.49901599300872684,0.057936801643330406,0.6964409822165868,0.05738865549334311,0.8493253049251197,0.01555417774805663,5.0,3.0
NASA,PC4,Dummy,15,0.49713597158802636,0.02731020754845503,-0.005513110886331426,0.0524744828243843,0.14222222222222222,0.04469769119186804,0.3521717344522361,0.060827025207958456,0.7471185219494622,0.01312988508295693,6.0,6.0
NASA,PC4,GaussianNB,15,0.7995887994974754,0.039069467054891414,0.22557185114921877,0.11885296257740005,0.28656323065870726,0.11359732593063378,0.4512308933662156,0.10611861816479053,0.8482764654418198,0.0202407974566668,4.0,5.0
NASA,PC4,KNN,15,0.8356726099876784,0.043251715303844876,0.3723295282431815,0.05905538447948626,0.42202970556003183,0.0583922893011665,0.5673887841145259,0.052167534418514655,0.8718552827955329,0.011203633658547214,3.0,4.0
NASA,PC4,LogisticRegression,15,0.9060083109854798,0.019662875270624564,0.49814751535087076,0.04842977119837958,0.5568930022570356,0.041375740478730404,0.8189707146233997,0.026015902439623168,0.8157799392722969,0.02898147596400826,2.0,1.0
NASA,PC4,RandomForest,15,0.926490058225218,0.01175536603143777,0.4706000383644323,0.04219102147906878,0.526738650428737,0.039341137675580784,0.664138759373093,0.03862551077422095,0.8841747722711131,0.010332015519364504,1.0,2.0
NASA,PC5,DecisionTree,15,0.6403678657893987,0.02969094282366707,0.25192219544875627,0.055320349942172206,0.4705524748256939,0.038472528731722674,0.618733308084838,0.03236831203757968,0.6870205889664835,0.02512805285488939,5.0,4.0
NASA,PC5,Dummy,15,0.5301054202626108,0.02897620551037838,0.061047179463776156,0.058757537428795255,0.31231884057971016,0.042983729994015146,0.4794834694110825,0.03819151108594308,0.6317388749519741,0.02306573033579772,6.0,6.0
NASA,PC5,GaussianNB,15,0.7065883505653822,0.025959392892579373,0.20256926911181938,0.07273665795218967,0.23962292424962434,0.0661584838996459,0.3761565332540448,0.06198332162279058,0.7419469116550275,0.01459142460781798,4.0,5.0
NASA,PC5,KNN,15,0.7399704349312142,0.025735957925494417,0.3292424225981804,0.050775158778165935,0.4881022723109168,0.04130386458158875,0.6153514233710607,0.033412575169097056,0.7491180193007435,0.018142302416654724,3.0,2.0
NASA,PC5,LogisticRegression,15,0.7455593437580107,0.02733511021332823,0.3225361938960985,0.05151727094380098,0.5355506800068035,0.03201801609629859,0.6775262006657888,0.02759372555866734,0.6792816462133026,0.027411450462720904,2.0,3.0
NASA,PC5,RandomForest,15,0.7883260702384004,0.02663290276837433,0.3604766356527827,0.0691971458381115,0.4976876617446447,0.05620219174595256,0.6155956499260868,0.04377756653637673,0.7658095464099262,0.02386718861528811,1.0,1.0
Promise,ant-1.7,DecisionTree,15,0.6682713223154398,0.045718614257555704,0.3049004004548764,0.08469619643848343,0.475392662526604,0.061874929428810815,0.6437984162218913,0.05049822620630852,0.7366698595146871,0.03623503420571929,5.0,5.0
Promise,ant-1.7,Dummy,15,0.4878235139264551,0.044162382982049,-0.024007449305676117,0.08705599726387431,0.218897414038079,0.06666280163344182,0.4072444452467589,0.07595929540649002,0.6288984674329502,0.031199382248166516,6.0,6.0
Promise,ant-1.7,GaussianNB,15,0.8060904917522564,0.03311225618586005,0.4298362558653567,0.08781180132910829,0.555864425278273,0.07077860354037767,0.6901817069137757,0.05629730798189118,0.8002234993614304,0.03102336105314484,3.0,3.0
Promise,ant-1.7,KNN,15,0.7835339493427729,0.04040407159061452,0.3653443445802425,0.07064011318180716,0.45729897128135294,0.06025543190791982,0.581847041714891,0.04755033730392881,0.8020498084291188,0.020251334380615944,4.0,4.0
