dataset,project_a,project_b,n_a,n_b,n_common_features,feature_set_jaccard,label_prevalence_a,label_prevalence_b,label_prevalence_abs_diff,mean_ks_statistic,median_ks_statistic,max_ks_statistic,mean_ks_pvalue,mean_wasserstein_distance,median_wasserstein_distance,max_wasserstein_distance,mean_feature_mean_shift,mean_feature_std_shift,project_size_ratio,pairwise_stability_score,pairwise_stability_level,warnings
BugHunter,full_BroadleafCommerce_file,full_titan_file,2888,462,6,1.0,0.45394736842105265,0.4025974025974026,0.051349965823650034,0.08128125337266612,0.0882087095729755,0.11752767085177057,0.17188575409569348,0.015860849255570072,0.020200025723700495,0.023747749015721183,0.012394462916491855,0.0393285950105975,0.15997229916897507,86.96,high,large_project_size_mismatch
BugHunter,full_MapDB_file,full_antlr4_file,537,359,6,1.0,0.5009310986964618,0.4178272980501393,0.0831038006463225,0.18823928112610208,0.21041533745195373,0.31509521067729,0.16667962722636764,0.050938734997285524,0.04833166977409127,0.10248779938621043,0.04766772044326156,0.07139188260019286,0.6685288640595903,87.06,high,none
BugHunter,full_MapDB_file,full_ceylon-ide-eclipse_file,537,965,6,1.0,0.5009310986964618,0.3844559585492228,0.11647514014723898,0.15251075025006192,0.13152709834910895,0.36775407415984024,0.17100328424398448,0.03463678030862647,0.03650885317336098,0.06684625046938912,0.026071588823549707,0.05914249685504391,0.5564766839378238,86.02,high,moderate_label_distribution_shift
BugHunter,full_MapDB_file,full_elasticsearch_file,537,20220,6,1.0,0.5009310986964618,0.48550939663699305,0.015421702059468745,0.2145969751725434,0.2686835866916434,0.3283310953809769,0.1666671441388928,0.05351319818041894,0.051425709593953636,0.09894213313186404,0.05316648355227121,0.065443696339684,0.02655786350148368,82.62,moderate,large_project_size_mismatch
BugHunter,full_MapDB_file,full_hazelcast_file,537,17395,6,1.0,0.5009310986964618,0.5065248634665134,0.005593764770051579,0.25814982115803803,0.2922154903349333,0.38280012610914227,0.16666666666666666,0.05539781209390776,0.05757369730437316,0.10154032968372781,0.05361631617805279,0.058599730236029435,0.03087093992526588,81.97,moderate,moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_MapDB_file,full_junit_file,537,191,6,1.0,0.5009310986964618,0.4607329842931937,0.04019811440326809,0.38974848960516867,0.47489445923152673,0.6084803104312303,0.1666967062477891,0.10179677791456382,0.10740710259225034,0.17427869646928534,0.10179677791456382,0.12894866013817852,0.35567970204841715,79.02,moderate,moderate_feature_distribution_shift
BugHunter,full_MapDB_file,full_mcMMO_file,537,760,6,1.0,0.5009310986964618,0.41973684210526313,0.08119425659119867,0.24098998660524681,0.27183303930216607,0.3840071547584044,0.16666723815287687,0.07471929619019932,0.0694545581732686,0.136098119984208,0.07338348339055432,0.0935251936426017,0.7065789473684211,85.47,high,none
BugHunter,full_MapDB_file,full_mct_file,537,55,6,1.0,0.5009310986964618,0.2545454545454545,0.24638564415100728,0.2340217820664748,0.2900964956830878,0.36895209073980023,0.209637511267895,0.05624174124353467,0.07312666201101818,0.08813005555758151,0.05012791203345638,0.04287604889588931,0.10242085661080075,73.76,moderate,large_label_distribution_shift;large_project_size_mismatch
BugHunter,full_MapDB_file,full_neo4j_file,537,3655,6,1.0,0.5009310986964618,0.4642954856361149,0.036635613060346905,0.30419244914197113,0.33205705304078237,0.5233284167246215,0.16666666666666666,0.06863188292626364,0.06692019186089906,0.13731465096082265,0.06845806512008004,0.08816231493983852,0.14692202462380302,80.24,moderate,moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_MapDB_file,full_netty_file,537,4566,6,1.0,0.5009310986964618,0.4231274638633377,0.07780363483312408,0.2193810049340482,0.2984648494948086,0.31075082526421915,0.16667632332593993,0.05498218533917362,0.059636516519727734,0.10141252187706204,0.054521764654975165,0.059161306529038414,0.1176084099868594,80.91,moderate,large_project_size_mismatch
BugHunter,full_MapDB_file,full_orientdb_file,537,3925,6,1.0,0.5009310986964618,0.45554140127388537,0.045389697422576425,0.1358652891941153,0.1502048417132216,0.22724074535340236,0.1670619581706152,0.013886124721316848,0.011150850352478356,0.0370531095404393,0.00893992980595562,0.036427652995080065,0.1368152866242038,85.68,high,large_project_size_mismatch
BugHunter,full_MapDB_file,full_oryx_file,537,513,6,1.0,0.5009310986964618,0.15009746588693956,0.35083363280952223,0.4314744029533797,0.5789201433129689,0.6079257734653206,0.16666666666671107,0.10803674387205885,0.11647198353069288,0.17636626472191333,0.10801309318707016,0.14210412088659083,0.9553072625698324,71.32,moderate,large_label_distribution_shift;large_feature_distribution_shift
BugHunter,full_MapDB_file,full_titan_file,537,462,6,1.0,0.5009310986964618,0.4025974025974026,0.09833369609905918,0.23317170104879603,0.2679931800043532,0.36479721395922515,0.1666671157090398,0.062410791369107176,0.06679404389333715,0.09874692713288141,0.05972047117191459,0.06727477694953767,0.8603351955307262,86.97,high,none
