dataset,project_a,project_b,n_a,n_b,n_common_features,feature_set_jaccard,label_prevalence_a,label_prevalence_b,label_prevalence_abs_diff,mean_ks_statistic,median_ks_statistic,max_ks_statistic,mean_ks_pvalue,mean_wasserstein_distance,median_wasserstein_distance,max_wasserstein_distance,mean_feature_mean_shift,mean_feature_std_shift,project_size_ratio,pairwise_stability_score,pairwise_stability_level,warnings
BugHunter,full_antlr4_file,full_ceylon-ide-eclipse_file,359,965,6,1.0,0.4178272980501393,0.3844559585492228,0.033371339500916475,0.22839205045679564,0.17698413843866817,0.49672810195274725,0.1673826405538298,0.056623963564092473,0.0589950142925528,0.09905680550004424,0.052006036731755835,0.08048262470704341,0.37202072538860104,84.9,moderate,none
BugHunter,full_antlr4_file,full_elasticsearch_file,359,20220,6,1.0,0.4178272980501393,0.48550939663699305,0.06768209858685376,0.179466398860446,0.2209142331291724,0.2526064267982554,0.16666726443121563,0.014254997590940009,0.013460530415818944,0.02638188985056943,0.011105705737986263,0.0047920197120057545,0.017754698318496537,82.63,moderate,large_project_size_mismatch
BugHunter,full_antlr4_file,full_hazelcast_file,359,17395,6,1.0,0.4178272980501393,0.5065248634665134,0.08869756541637408,0.20741504338406083,0.1962854724847293,0.42064724198754,0.16666674832009779,0.019718709462320915,0.01921335585353521,0.03668486369465806,0.014612233132712421,0.01281262806977719,0.020638114400689852,80.97,moderate,large_project_size_mismatch
BugHunter,full_antlr4_file,full_junit_file,359,191,6,1.0,0.4178272980501393,0.4607329842931937,0.04290568624305441,0.3359219666807644,0.34232670740422055,0.5620615730140442,0.16666666667591415,0.05819374911975264,0.060465217712823004,0.10419144080509145,0.05798222677045498,0.06293709263411863,0.532033426183844,83.44,moderate,moderate_feature_distribution_shift
BugHunter,full_antlr4_file,full_mcMMO_file,359,760,6,1.0,0.4178272980501393,0.41973684210526313,0.0019095440551238352,0.263030836143283,0.2933605776279138,0.3991093681278405,0.16666666667059882,0.03384462008148644,0.03483427756492138,0.06382060283685785,0.025379917466581515,0.023770303015171246,0.4723684210526316,87.19,high,moderate_feature_distribution_shift
BugHunter,full_antlr4_file,full_mct_file,359,55,6,1.0,0.4178272980501393,0.2545454545454545,0.16328184350468478,0.223254832447033,0.23537604456824512,0.37219549252975437,0.21706534136416736,0.03515860081928485,0.03993166624342875,0.06269660392223066,0.022617239745208087,0.05280540035728523,0.1532033426183844,78.4,moderate,moderate_label_distribution_shift;large_project_size_mismatch
BugHunter,full_antlr4_file,full_neo4j_file,359,3655,6,1.0,0.4178272980501393,0.4642954856361149,0.046468187585975596,0.2436863558016327,0.2470847352998335,0.46258226034470273,0.1666666666668494,0.03697704682214958,0.027485689051536998,0.08423910555756087,0.036020335745548714,0.0355359880591797,0.09822161422708618,81.94,moderate,large_project_size_mismatch
BugHunter,full_antlr4_file,full_netty_file,359,4566,6,1.0,0.4178272980501393,0.4231274638633377,0.005300165813198421,0.17365414547230731,0.18605119345239185,0.3124614902201936,0.16666680006806509,0.012259381060636806,0.01199285381421255,0.021167248246069147,0.0083114468432817,0.005823831390051707,0.07862461673236969,85.94,high,large_project_size_mismatch
BugHunter,full_antlr4_file,full_orientdb_file,359,3925,6,1.0,0.4178272980501393,0.45554140127388537,0.037714103223746076,0.1561305584632945,0.1633479410251406,0.2715817114064191,0.16683250706953134,0.016485976447469252,0.013519134970066498,0.0345694907904846,0.011100162762113334,0.04579469888527058,0.09146496815286624,84.92,moderate,large_project_size_mismatch
BugHunter,full_antlr4_file,full_oryx_file,359,513,6,1.0,0.4178272980501393,0.15009746588693956,0.26772983216319973,0.4067684945366615,0.4723484663376175,0.6075681310984052,0.16666666666666666,0.07184286800103454,0.08116191169734377,0.1188250740219877,0.0714232859069624,0.09243887101646149,0.6998050682261209,73.87,moderate,large_label_distribution_shift;large_feature_distribution_shift
BugHunter,full_antlr4_file,full_titan_file,359,462,6,1.0,0.4178272980501393,0.4025974025974026,0.015229895452736675,0.18802529874953275,0.19177248007331574,0.32749098626535955,0.1666725483399231,0.026117244165508393,0.02905231394659417,0.03881008430683456,0.018165025947890236,0.02750715949122576,0.7770562770562771,91.75,high,none
BugHunter,full_ceylon-ide-eclipse_file,full_elasticsearch_file,965,20220,6,1.0,0.3844559585492228,0.48550939663699305,0.10105343808777023,0.21896953033044117,0.22502306237603975,0.42951907258498484,0.16666666791829624,0.04502753548675264,0.04330369810764792,0.08695828136220657,0.04434982863066964,0.06740705919783181,0.04772502472799209,79.5,moderate,moderate_label_distribution_shift;large_project_size_mismatch
BugHunter,full_ceylon-ide-eclipse_file,full_hazelcast_file,965,17395,6,1.0,0.3844559585492228,0.5065248634665134,0.12206890491729055,0.196979955231016,0.217380969756362,0.39841953274048436,0.17303910538336323,0.04044786019056657,0.03440793910842761,0.10769982153027585,0.03850695510800204,0.04817787931128741,0.055475711411325096,79.51,moderate,moderate_label_distribution_shift;large_project_size_mismatch
BugHunter,full_ceylon-ide-eclipse_file,full_junit_file,965,191,6,1.0,0.3844559585492228,0.4607329842931937,0.07627702574397088,0.3692428722567344,0.39644630116919405,0.6630062664460299,0.16667022310522864,0.08474789280702012,0.09986909290110105,0.1376156750514803,0.08474689596319951,0.1234364936603185,0.19792746113989637,76.96,moderate,moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_ceylon-ide-eclipse_file,full_mcMMO_file,965,760,6,1.0,0.3844559585492228,0.41973684210526313,0.03528088355604031,0.22187187528406507,0.2725593127897464,0.3169552767930188,0.16666666666668017,0.06566691193820041,0.07415598466192674,0.11048990104868217,0.06255121472035964,0.0994010345094561,0.7875647668393783,88.81,high,none
BugHunter,full_ceylon-ide-eclipse_file,full_mct_file,965,55,6,1.0,0.3844559585492228,0.2545454545454545,0.1299105040037683,0.20579368817710786,0.23805934997644843,0.326613283089967,0.1783947504663815,0.052864554392223824,0.05884712520419719,0.08685019354397303,0.05247252549228775,0.08599576109887895,0.05699481865284974,78.48,moderate,moderate_label_distribution_shift;large_project_size_mismatch
BugHunter,full_ceylon-ide-eclipse_file,full_neo4j_file,965,3655,6,1.0,0.3844559585492228,0.4642954856361149,0.07983952708689207,0.2242724731777275,0.1902093094136076,0.5790081016139436,0.16713371718952408,0.051111170679804974,0.04519536162277243,0.1268307332222559,0.04914849772902488,0.07307664765023904,0.2640218878248974,82.22,moderate,none
BugHunter,full_ceylon-ide-eclipse_file,full_netty_file,965,4566,6,1.0,0.3844559585492228,0.4231274638633377,0.038671505314114896,0.21882314047586085,0.22327237363799565,0.37902269307496955,0.16666666666666666,0.04865512780264112,0.04411944278284789,0.09819928670434072,0.04789346658193677,0.07147881101165167,0.21134472185720543,83.53,moderate,large_project_size_mismatch
BugHunter,full_ceylon-ide-eclipse_file,full_orientdb_file,965,3925,6,1.0,0.3844559585492228,0.45554140127388537,0.07108544272466255,0.1951605557572357,0.17141942510148178,0.47911158047589186,0.1666666666669536,0.016405700887061142,0.009315177718924402,0.03689000985055528,0.013018002326091389,0.044045513169425066,0.24585987261146497,84.14,moderate,large_project_size_mismatch
BugHunter,full_ceylon-ide-eclipse_file,full_oryx_file,965,513,6,1.0,0.3844559585492228,0.15009746588693956,0.23435849266228326,0.43213647244189923,0.508633558565383,0.669026048137038,0.16666666666666666,0.09072603260956151,0.12779966675267174,0.13905540646299105,0.08894573686407865,0.13230597247240064,0.5316062176165803,72.23,moderate,large_label_distribution_shift;large_feature_distribution_shift
BugHunter,full_ceylon-ide-eclipse_file,full_titan_file,965,462,6,1.0,0.3844559585492228,0.4025974025974026,0.0181414440481798,0.2703623952328616,0.31371599039992826,0.5244084067918264,0.1666909181076449,0.05481540418356773,0.05502499297954598,0.09607351212483352,0.053129546766562334,0.0737334661850316,0.47875647668393784,85.58,high,moderate_feature_distribution_shift
BugHunter,full_elasticsearch_file,full_hazelcast_file,20220,17395,6,1.0,0.48550939663699305,0.5065248634665134,0.021015466829520324,0.09808258907692302,0.0804538762886774,0.2623597882334277,0.16666666666666666,0.009582760951731604,0.009343390088547836,0.022369463698147973,0.006130604572111959,0.016116405086637576,0.8602868447082097,95.02,high,none
BugHunter,full_elasticsearch_file,full_junit_file,20220,191,6,1.0,0.48550939663699305,0.4607329842931937,0.024776412343799348,0.2654735086819851,0.2902385280241946,0.4112956432126193,0.1666666669081216,0.026905033648917664,0.018953362443638558,0.05662248091317912,0.02673525865918801,0.03685416985620412,0.009446092977250247,81.61,moderate,moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_mcMMO_file,20220,760,6,1.0,0.48550939663699305,0.41973684210526313,0.06577255453172992,0.14128511808700783,0.15985345411005258,0.20614165235046072,0.16666666676545036,0.01773808535574059,0.020573731502718254,0.02673882302055646,0.012225239804372354,0.025508881858396937,0.03758654797230465,83.7,moderate,large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_mct_file,20220,55,6,1.0,0.48550939663699305,0.2545454545454545,0.23096394209153853,0.11402451817882085,0.1199307616221563,0.1884317957018254,0.4660137471778491,0.020019372296986734,0.019682421569468533,0.037112047201067984,0.018397231426713623,0.04804202605365251,0.0027200791295746785,77.21,moderate,large_label_distribution_shift;large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_neo4j_file,20220,3655,6,1.0,0.48550939663699305,0.4642954856361149,0.02121391100087816,0.13669740018934448,0.07929715672066906,0.364192987939776,0.16711114948066239,0.011374966933272454,0.012351601954580828,0.025449120460628617,0.010817686177222582,0.014228846424456794,0.18076162215628092,87.19,high,large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_netty_file,20220,4566,6,1.0,0.48550939663699305,0.4231274638633377,0.062381932773655335,0.06418218042184244,0.04261724837562114,0.20150766015355398,0.1676624751432603,0.0040917988751301045,0.0032335068363318754,0.008204312935841342,0.0025439284624355694,0.006026030111408631,0.2258160237388724,88.04,high,large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_orientdb_file,20220,3925,6,1.0,0.48550939663699305,0.45554140127388537,0.02996799536310768,0.10844903513579922,0.12482441550586854,0.18504129732181673,0.16666669710208978,0.01716782682333183,0.013546546979024068,0.05194999765312085,0.01550897786772522,0.0440171774506814,0.19411473788328387,87.4,high,large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_oryx_file,20220,513,6,1.0,0.48550939663699305,0.15009746588693956,0.3354119307500535,0.28457971089940476,0.3741031403103869,0.39107594241125393,0.1666666666666721,0.03429580496707843,0.03689075965587073,0.059348972809797174,0.03429326705737886,0.05237113815178935,0.02537091988130564,68.6,limited,large_label_distribution_shift;moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_elasticsearch_file,full_titan_file,20220,462,6,1.0,0.48550939663699305,0.4025974025974026,0.08291199403959043,0.09301289709301579,0.11149177232263287,0.16167867740568037,0.23237765278237732,0.011263397513023138,0.013246557168632728,0.018127693234612764,0.0024969458856641826,0.024211077320503895,0.0228486646884273,84.27,moderate,large_project_size_mismatch
BugHunter,full_hazelcast_file,full_junit_file,17395,191,6,1.0,0.5065248634665134,0.4607329842931937,0.04579187917331967,0.22301763711162512,0.2710496336282467,0.3160997398000569,0.16666718601259747,0.02335211756382229,0.0307590998318962,0.03294731539938265,0.02314975207986787,0.04220254903332624,0.010980166714573154,81.91,moderate,large_project_size_mismatch
BugHunter,full_hazelcast_file,full_mcMMO_file,17395,760,6,1.0,0.5065248634665134,0.41973684210526313,0.08678802136125024,0.16747489952244798,0.17838837536497176,0.2872785585694619,0.16673604824060348,0.022450663272423284,0.024757658579271903,0.03630921159465292,0.0165789500074976,0.031491772719561606,0.043690715722908884,82.12,moderate,large_project_size_mismatch
BugHunter,full_hazelcast_file,full_mct_file,17395,55,6,1.0,0.5065248634665134,0.2545454545454545,0.25197940892105886,0.15431289032898693,0.16712221380229428,0.2779063994355745,0.2473700040991452,0.026118984820384734,0.027514440649068696,0.053929521183042325,0.023228798891624835,0.03628630088758389,0.0031618281115263006,75.29,moderate,large_label_distribution_shift;large_project_size_mismatch
BugHunter,full_hazelcast_file,full_neo4j_file,17395,3655,6,1.0,0.5065248634665134,0.4642954856361149,0.042229377830398485,0.07101673292966054,0.0527783468447975,0.18430591365271953,0.1671617491494981,0.009105667289266513,0.008920286757944502,0.021436201520278152,0.008274024968100162,0.022739473648219932,0.21011784995688415,88.3,high,large_project_size_mismatch
BugHunter,full_hazelcast_file,full_netty_file,17395,4566,6,1.0,0.5065248634665134,0.4231274638633377,0.08339739960317566,0.1134502276785675,0.10238185259482557,0.23849674607308446,0.1666666666712263,0.010643378864706213,0.013357651712269285,0.014262322123250173,0.006762047510610954,0.016113469795183993,0.2624892210405289,86.14,high,none
BugHunter,full_hazelcast_file,full_orientdb_file,17395,3925,6,1.0,0.5065248634665134,0.45554140127388537,0.050983462192628004,0.16199741366000067,0.1515559965800261,0.3119522961243347,0.16666666666666666,0.01861620006896721,0.014254386187266786,0.04403792951459382,0.01861502066945072,0.04775780088881102,0.225639551595286,85.46,high,large_project_size_mismatch
BugHunter,full_hazelcast_file,full_oryx_file,17395,513,6,1.0,0.5065248634665134,0.15009746588693956,0.3564273975795738,0.25256856277365297,0.29810189457547287,0.450514728583139,0.16666666768399277,0.027608248393288553,0.03012642380928919,0.06503284973138623,0.02697942179342931,0.05600345768723505,0.029491233112963495,68.76,limited,large_label_distribution_shift;moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_hazelcast_file,full_titan_file,17395,462,6,1.0,0.5065248634665134,0.4025974025974026,0.10392746086911075,0.12784804062470057,0.1085229994686735,0.3572491224402693,0.1677469801708055,0.011917043140305008,0.01353813939009427,0.017626058554431334,0.007158959249769701,0.009444297802286734,0.026559356136820925,82.61,moderate,moderate_label_distribution_shift;large_project_size_mismatch
BugHunter,full_junit_file,full_mcMMO_file,191,760,6,1.0,0.4607329842931937,0.41973684210526313,0.04099614218793057,0.26222214567833196,0.256027831358501,0.6011573436208322,0.1668595197309076,0.06388612370834246,0.057307666374839736,0.1614089257241641,0.061374893091136445,0.06758462984397269,0.2513157894736842,82.41,moderate,moderate_feature_distribution_shift
BugHunter,full_junit_file,full_mct_file,191,55,6,1.0,0.4607329842931937,0.2545454545454545,0.20618752974773918,0.29512930350626687,0.3504521656354117,0.5721085197524988,0.3021176212758092,0.0708304460148476,0.0710503711985595,0.14465842476313684,0.06724173866785126,0.11305578788331887,0.2879581151832461,74.95,moderate,large_label_distribution_shift;moderate_feature_distribution_shift
BugHunter,full_junit_file,full_neo4j_file,191,3655,6,1.0,0.4607329842931937,0.4642954856361149,0.003562501342921187,0.20955085553032857,0.2461613940596329,0.3035474606255506,0.1666669256915053,0.020230620674865776,0.02544047929283842,0.02875673964517234,0.020083032051354987,0.030286781104085114,0.05225718194254446,84.49,moderate,large_project_size_mismatch
BugHunter,full_junit_file,full_netty_file,191,4566,6,1.0,0.4607329842931937,0.4231274638633377,0.03760552042985599,0.23928761717803415,0.2665960330510282,0.40810979399293207,0.17453574997684465,0.028545864370314214,0.028615105314095026,0.05742000432931462,0.028386134005123534,0.04394272146320386,0.041830924222514235,82.0,moderate,large_project_size_mismatch
BugHunter,full_junit_file,full_orientdb_file,191,3925,6,1.0,0.4607329842931937,0.45554140127388537,0.005191583019308332,0.3240455308411423,0.38687698002467735,0.46876713242405044,0.1666666666666725,0.024495956130143798,0.0206229899384179,0.07112027777481936,0.0239719591620035,0.05764651931752651,0.0486624203821656,81.28,moderate,moderate_feature_distribution_shift;large_project_size_mismatch
BugHunter,full_junit_file,full_oryx_file,191,513,6,1.0,0.4607329842931937,0.15009746588693956,0.31063551840625414,0.15447067348417584,0.1616504903911903,0.2448077727769103,0.17538748390876713,0.03433956442987119,0.03427744275443172,0.06825428900931793,0.024975894480367966,0.043895136022286896,0.3723196881091618,76.45,moderate,large_label_distribution_shift
BugHunter,full_junit_file,full_titan_file,191,462,6,1.0,0.4607329842931937,0.4025974025974026,0.05813558169579108,0.26585601716491775,0.2966614537295166,0.41863285057002336,0.16666668403625506,0.04621074855683937,0.051738358334303756,0.1035976246793837,0.04375335013393431,0.06468264310086727,0.4134199134199134,83.71,moderate,moderate_feature_distribution_shift
